id,source_handle,post_url,author,posted_at,raw_content,fetched_at,processed
2007137312463876333,ESPNNBA,https://x.com/ESPNNBA/status/2007137312463876333,ESPN - NBA,2026-01-02T17:10:00Z,"LeBron's final step, a potential move for Giannis and more

@TimBontemps and @WindhorstESPN surveyed the league to help predict 2026 ðŸ‘‡ https://t.co/yPEBYcYeQ5",,0
2007333358397730962,ESPNNBA,https://x.com/ESPNNBA/status/2007333358397730962,ESPN - NBA,2026-01-03T06:09:01Z,"30-PIECES FOR LEBRON AND LUKAðŸ’° 

The Lakersâ€™ stars lead them to a win vs. MemphisðŸ”¥ https://t.co/tMHmAXEw6h",,0
2008744259470455196,ESPNNBA,https://x.com/ESPNNBA/status/2008744259470455196,ESPN - NBA,2026-01-07T03:35:26Z,LeBron and Luka put on a show in New Orleans as the Lakers defeat the Pelicans ðŸ˜¤ https://t.co/a692hJxxaw,,0
2009803825448960130,TheSteinLine,https://x.com/TheSteinLine/status/2009803825448960130,Marc Stein,2026-01-10T01:45:46Z,The Lakers say LeBron James (left foot joint arthritis and right sciatica) has been upgraded to available for tonightâ€™s game against Milwaukee.,,0
2011181898966479043,TheSteinLine,https://x.com/TheSteinLine/status/2011181898966479043,Marc Stein,2026-01-13T21:01:45Z,The Lakers list Luka DonÄiÄ‡ and LeBron James as questionable for their next game against Atlanta. https://t.co/HZRxvDly3U,,0
2011272928260997486,TheSteinLine,https://x.com/TheSteinLine/status/2011272928260997486,Marc Stein,2026-01-14T03:03:28Z,Luka DonÄiÄ‡ and LeBron James have been upgraded to available for the Lakersâ€™ game tonight against Atlanta.,,0
2011313641333912022,ESPNNBA,https://x.com/ESPNNBA/status/2011313641333912022,ESPN - NBA,2026-01-14T05:45:15Z,"VINTAGE BRON ðŸ‘‘

LEBRON TOOK FLIGHT ðŸ”¥ https://t.co/Zby8VT4gOk",,0
2011537297167044982,ESPNNBA,https://x.com/ESPNNBA/status/2011537297167044982,ESPN - NBA,2026-01-14T20:33:58Z,.@mcten goes over LeBron James' daily routine to be able to play back-to-back games in year 23 ðŸ‘€ https://t.co/NJ2cnl9FMu,,0
2012994985163923622,TheSteinLine,https://x.com/TheSteinLine/status/2012994985163923622,Marc Stein,2026-01-18T21:06:18Z,The Lakers say Luka DonÄiÄ‡ (left groin soreness) and LeBron James (left foot joint arthritis and right sciatica) are questionable for tonightâ€™s game against Toronto: https://t.co/d1jRDEyGr8,,0
2013068561271451932,TheSteinLine,https://x.com/TheSteinLine/status/2013068561271451932,Marc Stein,2026-01-19T01:58:40Z,The Lakers say Luka DonÄiÄ‡ and LeBron James are both available to play.,,0
